participant_id,condition,item,question,text,codes
69ff5f187b4fbf6b369fbe4d,pause-points,pooled,manipulation (pooled),I relied more on AI than I would usually.,UNCODED
5bb5d4c9ac45e6000130a58f,pause-points,pooled,manipulation (pooled),"There were moments where i pushed for an answer, while i verfied the 2 respones to the statement i didnt examine how the final choice response's justification for that choice, i enjoy using prompts like council this, in claude, and i expect to use that more; give the final response then use the AI's as an antagonist to its response to verify it",more_careful
6a20af2717f5d870ff6f4bd8,pause-points,pooled,manipulation (pooled),"Yes,",UNCODED
6a02df6af4b0aa04e01b293d,pause-points,pooled,manipulation (pooled),"It provided some insight into the information provided, but I used an alternative use of the AI to help me answer and find out the information of the scenario more effectively.",UNCODED
5f74a934c78e6208615393b7,pause-points,pooled,manipulation (pooled),it made me interact with AI more carefully instead of just accepting the answers they were giving me because i went with my logic and what seemed right to me,more_careful
6a039e71511f493fa36e35cf,pause-points,pooled,manipulation (pooled),NA,no_change
69eb527785170b639380861c,pause-points,pooled,manipulation (pooled),I aimed to get the answers by utilizing the follow up questions to those step by steps,UNCODED
65c8d70512b2fc050e53d0d1,pause-points,pooled,manipulation (pooled),no i think it just made me more frustrated,slowed_friction
6748d5757f25aa6f759b0fdd,pause-points,pooled,manipulation (pooled),it made me become more patient and understand how the ai processes things and understands them better when the information has been disected for it,UNCODED
6a1ca50dc52e2130653c1d5d,pause-points,pooled,manipulation (pooled),na,no_change
60537fdcda0ac05f1c59c57f,pause-points,pooled,manipulation (pooled),"I broke it down a little bit more, but I mostly copy and pasted the exercise questions.",UNCODED
6a039eb0472ddda8704646aa,pause-points,pooled,manipulation (pooled),It didn't.,no_change
6a05e8e197b8f213e1c10548,pause-points,pooled,manipulation (pooled),"It was annoying at first, but once seemed to work itself out.",slowed_friction
6a147acd1b66ae1bb4057f80,pause-points,pooled,manipulation (pooled),it made me know that the ai was not able on its own to come to a conlusion so i guided it to the answer,UNCODED
65e729bda61d35956dfd5316,pause-points,pooled,manipulation (pooled),I tried to help guide the AI,UNCODED
675230603ce35dd4658c4dd0,pause-points,pooled,manipulation (pooled),It made me pay attention more and think about the type of questions I need to ask in order to get the answers I hoped,more_careful
6a1e0745ad50e296a4ffec34,pause-points,pooled,manipulation (pooled),slower me down.,slowed_friction
6a7374f530220c02fc990c8b,pause-points,pooled,manipulation (pooled),I will definitely will ask more questions.,slowed_friction
5d8f8b062ff1bd0015a9c059,pause-points,pooled,manipulation (pooled),The AI seemed to remember more information as time went on.,UNCODED
568aab53316b10000d50d76b,pause-points,pooled,manipulation (pooled),i used it more,UNCODED
69e8df670508d24eaee76b66,pause-points,pooled,manipulation (pooled),ws a help,UNCODED
5df6c8bd77f8654c718ee1d9,pause-points,pooled,manipulation (pooled),it changed in the way that the AI wanted to test the statements individually and not all of them at once.,UNCODED
6a02ed5bd6acf52c07ab46fa,pause-points,pooled,manipulation (pooled),it helped break down the sense checking i had to do,more_careful
6a15a91b3cb743236edebfbe,pause-points,pooled,manipulation (pooled),I had to change it to questions as it wouldn't answer the statement questions correctly.,UNCODED
6a0a875862e9e69af20e91bb,pause-points,pooled,manipulation (pooled),It made me look more carefully at how the AI reached its answer rather than just accepting the final answer,more_careful
6a05cf98c2fd3c0371091d73,pause-points,pooled,manipulation (pooled),It gave me some comparisons in terms of reasoning which slightly influenced my decision making in selecting the final answer.,UNCODED
6a1c1871c37def832f8aec12,pause-points,pooled,manipulation (pooled),for me it was hinderance,UNCODED
67658ce91a0ea2195ae7e09d,pause-points,pooled,manipulation (pooled),I definitely had to be more patient and get used to the approach,UNCODED
67606d1000aaf43f68f723bc,pause-points,pooled,manipulation (pooled),no way,no_change
6658b1491e88ec15902d5301,pause-points,pooled,manipulation (pooled),It was frustrating when the AI would focus on a non-important part of the scenario or question asked.,slowed_friction
5ed2ad10a45ef20a9b1412eb,pause-points,pooled,manipulation (pooled),i didnt,UNCODED
6a019bcbebf84c25dadd6759,pause-points,pooled,manipulation (pooled),I started to learn the how the AI worked and worked with it to come up with the answer,UNCODED
6a0a1c14b6721d40f4ce941d,pause-points,pooled,manipulation (pooled),I think it was what I was expecting,UNCODED
67703fbc861d8367775d5d66,pause-points,pooled,manipulation (pooled),"Yes, I had to be more patient than jumping straight to an answer but also made me rethink the wording of how i talk to ai",UNCODED
603ce8db15614aaf5b15e0fe,pause-points,pooled,manipulation (pooled),I had to split up my questions more,UNCODED
6a01b82647e5dd21cd05d8ee,pause-points,pooled,manipulation (pooled),It made me ask more specific questions and check each part of the answer instead of fully accepting their output. Each answer made me trust it less,trust_less
6a00dc1c1475c019d0eca5c8,pause-points,pooled,manipulation (pooled),I trusted it less after it admitted it had made a mistake and got something wrong.,trust_less
6a1c834ae50cf1d3c6a7b706,pause-points,pooled,manipulation (pooled),Asked it more questions rather than all in one go,slowed_friction
6a1016e879dc2139b05a30a2,pause-points,pooled,manipulation (pooled),"yes, i have to follow the strategies/orders that AI offers me",UNCODED
69c872281653bf01d32068cd,pause-points,pooled,manipulation (pooled),The order of the questioning,UNCODED
69fdbb16148df1e63c3a38b1,pause-points,pooled,manipulation (pooled),It felt better to do this in stages.,UNCODED
676ab826096d376d750459e4,pause-points,pooled,manipulation (pooled),YES I HAD TO PROMPT  FURTHER,UNCODED
5eeb4ad567a40221fd8a1a04,pause-points,pooled,manipulation (pooled),"I then asked it for an answer in one sentence to summarise all the jargon,",UNCODED
691711e3fae4be5b1a8022ed,pause-points,pooled,manipulation (pooled),it made it more transparent,UNCODED
6a0c2b8a6827ece3df5b621a,pause-points,pooled,manipulation (pooled),It lead me with what to ask next which I went with,UNCODED
6a174771734bda08a1f5ccd2,pause-points,pooled,manipulation (pooled),I think it makes you think for yourself more than other AI tools because it requires more involved direction,UNCODED
69fd9c37b73502b67f736eef,pause-points,pooled,manipulation (pooled),saved me a lot of time,UNCODED
6a22006608feebcc6c3d3e7d,pause-points,pooled,manipulation (pooled),yes it was different and depend on the scenario,UNCODED
6a14b1a790658bd6f13f5eb4,pause-points,pooled,manipulation (pooled),"Changed a lot, I unterstood that more we interact to it, more data it has and we are more likely to get a right answer",UNCODED
5e299d8c2e9dc4000be0fde0,pause-points,pooled,manipulation (pooled),"It made me question if the ai truely understood, at tiem si felt it disregarded questions",more_careful;trust_less
6a25f628ee342d4413a3e075,pause-points,pooled,manipulation (pooled),It made me ask more questions,slowed_friction
668a9e53e7690b3b64d48e92,pause-points,pooled,manipulation (pooled),"yes, I selected options it gave me",UNCODED
6658f0a58f1ee667f4264a93,pause-points,pooled,manipulation (pooled),breaking down into smaller chunks so AI focused on one piece of information at a time,UNCODED
6813af32a57bc43516a6101c,pause-points,pooled,manipulation (pooled),It made me engage more to help it understand what i want better,UNCODED
670ff7a65beb0c8e83fe3fa3,pause-points,pooled,manipulation (pooled),n/a,no_change
6a10b457d13d2d9e45d96676,pause-points,pooled,manipulation (pooled),it affected the order i asked things,UNCODED
5ca6717bb54fe60001e22441,pause-points,pooled,manipulation (pooled),It didn't.,no_change
60743e408fd768b1a939ed4c,pause-points,pooled,manipulation (pooled),it made me think about it more,more_careful
66e40727571b9634abb36af0,pause-points,pooled,manipulation (pooled),"I found that very frustrating. Once I had enough information to make a decision I wanted to move on, but it felt very rigid in its approach.",slowed_friction
69f892c99e68d83dff98d43f,pause-points,pooled,manipulation (pooled),helped me focus the information,UNCODED
6a189309fb359f0ad0f6a529,pause-points,pooled,manipulation (pooled),it made me ask more specific questions,UNCODED
691b9fedd4b881047aaf3b8e,pause-points,pooled,manipulation (pooled),"it made me add more prompt 
s apart from the exercise and scenarios",UNCODED
5edbd2c61d9e420b6b420343,pause-points,pooled,manipulation (pooled),It required a lot more reading and understanding and then tailoring the question in order to get an exact answer to my original question,UNCODED
6a0185b7a86b0e9f056e3a18,pause-points,pooled,manipulation (pooled),It was very annoying to be honest,slowed_friction
69f22f791b22ddcebf1931c2,pause-points,pooled,manipulation (pooled),I found the step by step reply thorough but a bit too complex at times. I would have preferred a straight answer. It also only answered one of the questions at a time so I had to ask it to answer the second one each time.,UNCODED
6a270efd0c0ce956e0180ad8,pause-points,pooled,manipulation (pooled),It encouraged me to ask the AI to explain it's reasoning and verify and answer rather than relying on the first response. I used the Ai on my phone anyway for a few answers.,more_careful
5a6c9ecfe70ca900017acfb9,pause-points,pooled,manipulation (pooled),it made it quicker and more organised.,UNCODED
69eca51e4cdaf82e2ded7a9f,pause-points,pooled,manipulation (pooled),It didn't help me to figure out the answer alongside the AI explanation,UNCODED
6a0c39b59f6146b344d7ceba,pause-points,pooled,manipulation (pooled),made me go over it more myself,UNCODED
6a0f04f06efd948bd17ca76c,pause-points,pooled,manipulation (pooled),Made the process longer,UNCODED
6a04cd59f9b7f1ac48082446,pause-points,pooled,manipulation (pooled),"it annoyed me, I prefer it to just answer the questions I ask",slowed_friction
6a0e2f70d9e17e0c87420ebf,pause-points,pooled,manipulation (pooled),"Yes, it made it easier to problem solve.",UNCODED
6a0334858f8c934d3d0a11ce,pause-points,pooled,manipulation (pooled),"Yes, it did because I have to read each step at a time",UNCODED
6a4a3ec3caf0957b76a1e073,pause-points,pooled,manipulation (pooled),Was slower but made me use the AI more to prompt it,UNCODED
677302ad15f7e3d0c1725fef,pause-points,pooled,manipulation (pooled),I didn't like the step by step reply since it was very confusing and time consuming,slowed_friction
6a1b258ff8d3406f726eea12,pause-points,pooled,manipulation (pooled),It seemed to get a lot more incorrect or do things I didn't ask of it. I had to check it a lot more and it actually confused my own working out.,UNCODED
5a6adef80384310001944ba8,pause-points,pooled,manipulation (pooled),I dont trust ai,UNCODED
666640831e2f8d963f8c528f,pause-points,pooled,manipulation (pooled),"I didn't really like it. It felt like I was being cordened off and not really listened to by the AI, and I was restricted, like a game of chess or something I guess? It frustrated me because it became tunnel visioned and didn't really appreciate that I was trying to reason and look further into things outside of the boundary it was stuck to.",slowed_friction
5e35408359b1364ee5b596fc,pause-points,pooled,manipulation (pooled),I don't feel like it changed my interaction,UNCODED
6a16a850d2171801a188dc1c,pause-points,pooled,manipulation (pooled),It did make trust the Ai more,trust_more
69fe00b34adec4f226d8b9c4,pause-points,pooled,manipulation (pooled),i preferred to just trust it and let me have the final answers but this wasnt available,UNCODED
664f594f41a618628b969bdf,pause-points,pooled,manipulation (pooled),It just infuriated me as i was giving it all of the information but it was only giving me small bits back,UNCODED
5c158ec0c6b01c0001bcfa72,pause-points,pooled,manipulation (pooled),Yeah it made it a lot longer as most of the time Ive done the steps in my head already.,UNCODED
6a0f8efb0cc2316c82861f4b,pause-points,pooled,manipulation (pooled),Made me more aware that am using AI to complete a task.,more_careful
646e53ef6c1dac9a13cd2985,pause-points,pooled,manipulation (pooled),Trying to ask it one question/step at a time,UNCODED
6a2517dadd6e85c29e03e6f7,pause-points,pooled,manipulation (pooled),It made it potentially a bit longer but allowed me to fine tune things better,UNCODED
66a0d2b35975ab1d10e81ebb,pause-points,pooled,manipulation (pooled),It annoyed me,slowed_friction
609911e00dd4843e39cb88ac,pause-points,pooled,manipulation (pooled),It made me break it down and then it gave me good reasoning for each step,UNCODED
5b9ca13a06114100010699b8,pause-points,pooled,manipulation (pooled),I felt as though it took a lot more effort and would have preferred for it to have given me the answer straightaway without having to do it step by step.,slowed_friction
6a05d361e5c107c390a6e223,pause-points,pooled,manipulation (pooled),It helped me to see the reasoning of the AI. I had to work in a step by step order myself.,UNCODED
69e941fec7b56938303e7a3e,pause-points,pooled,manipulation (pooled),It did not change anything.,no_change
628f7669ee68aabf3930123b,pause-points,pooled,manipulation (pooled),It was annoying having to prompt it all the time it wouldn't solve the problem in one go,slowed_friction
65107641138d7e50e2a290d0,pause-points,pooled,manipulation (pooled),It made me frustrated that it wouldn't just give me the answer straight away,slowed_friction
6a034f612dd48f90f2baee7a,pause-points,pooled,manipulation (pooled),It made me slow down my approach and really think of the questions and answers in a learning manner — to show the working out/reasoning,slowed_friction
673b694b8d15e20276e3ce1a,pause-points,pooled,manipulation (pooled),None.,no_change
67d18f41f2533fd38b55a10f,pause-points,pooled,manipulation (pooled),it didnt,no_change
69ec7a8369d0eaa4a16a121c,pause-points,pooled,manipulation (pooled),it made me slow down and think more,more_careful;slowed_friction
5d131f87906ece001a15fb92,pause-points,pooled,manipulation (pooled),"it made me change my questions to the AI,",UNCODED
69fc826bd8e65c7cf15b35a7,pause-points,pooled,manipulation (pooled),"I found the step by step reply slightly frustrating so instead of giving fuller instructions, I started giving shorter replies to receive and answer as quick as possible.",slowed_friction
5f62904e937bc130e1d9faaa,pause-points,pooled,manipulation (pooled),It made me really frustrated!,slowed_friction
69fb7121bda1452e5ec319e7,pause-points,pooled,manipulation (pooled),It resulted in me asking the AI more questions than I normally would have if there was no step-by-step reply.,slowed_friction
6694f651114152694e96d7c4,pause-points,pooled,manipulation (pooled),made it easier to follow the reasoingng process. allowed for quicker verification and spot any errors that may have shown up,UNCODED
5b5f15f2fc072a00017da73d,pause-points,pooled,manipulation (pooled),whether or not we interpreted the question the same way. Some questions or scenarios were ambiguous with no option to clarify,UNCODED
62b437a2dbff0b6b3d0121e4,pause-points,pooled,manipulation (pooled),NA,no_change
66b65559efe3c1a9537ffdbc,pause-points,pooled,manipulation (pooled),It made it harder to use the AI as I had to break down my questions.,UNCODED
6a146da67998f9a45a214595,pause-points,pooled,manipulation (pooled),it help me alot in my interreaction with AI,UNCODED
69ff99e1cd9b013439f9530d,reflection-task,pooled,manipulation (pooled),It had me thinking about what my thoughts were on the AI chat.,UNCODED
5dcfaad2dd9a740c2493fc28,reflection-task,pooled,manipulation (pooled),It made me have less confidence in myself because I struggled and also the AI because it gave me conflicting answers,UNCODED
5c6e60b04e08ad00018cc995,reflection-task,pooled,manipulation (pooled),I only discovered these part way through. They were helpful as I could recall the questions in the earlier questions,UNCODED
6a43ebbf2ae2c486a86a665b,reflection-task,pooled,manipulation (pooled),Yes It did,UNCODED
676053613a0bc18718ea31c1,reflection-task,pooled,manipulation (pooled),it didnt,no_change
5adc587be0feeb0001ca9d0a,reflection-task,pooled,manipulation (pooled),It made me ensure that I truly understood the reasoning for my answers so that I could justify them.,UNCODED
663ba23f097e7f91190f09f4,reflection-task,pooled,manipulation (pooled),Not at all,no_change
6a20a9015099db8796ac2b42,reflection-task,pooled,manipulation (pooled),it helped me notiicng the timing constraints and verify that myt reasoning was consistient across the task,more_careful
576fc3462984e70001a97fc3,reflection-task,pooled,manipulation (pooled),I tried to take in more of the wording so that I could make my justification for the answer clearer.,UNCODED
6a1b645c7ff6912c3579eeae,reflection-task,pooled,manipulation (pooled),It made it clearly for me to understand how I understood the questions.,UNCODED
6a33b6f5e3d9dff938626d9d,reflection-task,pooled,manipulation (pooled),none,no_change
5efb4cfd797e7108c3823ae5,reflection-task,pooled,manipulation (pooled),It made me aware of the need to do a lot of the leg work myself,UNCODED
60e39059c89cadf89f4e29eb,reflection-task,pooled,manipulation (pooled),I felt like I shouldn't use the ai because it meant that my reflections would be poor as I was relying on the technology to do the task,UNCODED
65651805d1afb42ba1a55476,reflection-task,pooled,manipulation (pooled),It helps reviewing the answers,UNCODED
6a15a776d6937e1be30e13ab,reflection-task,pooled,manipulation (pooled),It made me realise that there was more than one way to complete the task: I was worried that my reliance on AI would mean my submission would be rejected for being invalid.,UNCODED
6a0a3aad897b5c34a76e4f98,reflection-task,pooled,manipulation (pooled),Not much.,no_change
6a08f7fa9599d060886bef37,reflection-task,pooled,manipulation (pooled),Writing justifications exposed hidden assumptions,UNCODED
6a20c2beaba792630fa44aea,reflection-task,pooled,manipulation (pooled),"A little, I was not sure during the task if the AI agent was actually being helpful, or giving me some false information. I think it was possible the task was to see how much we trust or rely on Ai withouth cross checking information.",UNCODED
697b9cf8538b1071d7c63b06,reflection-task,pooled,manipulation (pooled),it just was annoying to write and answer it,slowed_friction
5fbfffc4e214a60ab1b745fd,reflection-task,pooled,manipulation (pooled),No,no_change
5b35824a975e260001e9b7a6,reflection-task,pooled,manipulation (pooled),"It didn't really at all, the AI agent and myself seemed to merge like we were on the same team or co-workers, it's difficult to fully explain, it was more of an experience, something native, like an inferior iphone or likewise.",UNCODED
6601b76d13817c7dc3117d2a,reflection-task,pooled,manipulation (pooled),Maybe it was ok to be frustrated after all I dont feel so bad now having filled in the post questionnaire,slowed_friction
6a17294fd5b8e7f50710573e,reflection-task,pooled,manipulation (pooled),I understand that I really need to step up my own organization game.,UNCODED
5a4996b835c9d50001fdcdbf,reflection-task,pooled,manipulation (pooled),IT DIDINT,UNCODED
680e37dc68c49de2410f133d,reflection-task,pooled,manipulation (pooled),As I went through the study I started to realise what I was going to be asked and it made me slow down and think about how I was coming to conclusions and how to put them into words.,more_careful;slowed_friction
6a06f60afee0417ae606bca1,reflection-task,pooled,manipulation (pooled),i still dont understand the task very well it would have been impossible with AI,UNCODED
69f51ac40b8325daeec5b518,reflection-task,pooled,manipulation (pooled),i understood it more as some of the scenarios were very long and detailed and there was no way i could remember it all,UNCODED
6a06362b6da286172b5a7281,reflection-task,pooled,manipulation (pooled),The post task reflection was hard to focus on when the questions were no longer present and whilst constantly switching between question contexts,UNCODED
67882337daf76c4bcb799f5b,reflection-task,pooled,manipulation (pooled),not much,no_change
6a1497259d26df68f0217f45,reflection-task,pooled,manipulation (pooled),Not especially,UNCODED
665c302327136dcdb0c4a2e0,reflection-task,pooled,manipulation (pooled),it did not change anything,no_change
651abcc13ecbad9f2062ac4f,reflection-task,pooled,manipulation (pooled),I was unsure of some of my answers and relied upon the AI though repeatedly asked it to recheck its answers,UNCODED
637e3bedd8c3601a81a65889,reflection-task,pooled,manipulation (pooled),It made me consider other ways of achieving the correct outcome and reminded me of the need to compile a fuller justification for my answers.,more_careful
6a0620a6000e5c5d2bed8b50,reflection-task,pooled,manipulation (pooled),not too much,UNCODED
6980965c3d62835f7947c33e,reflection-task,pooled,manipulation (pooled),It didn't. I was just hurrying through that bit after the first 5 problems.,UNCODED
66358d404b95112d53513391,reflection-task,pooled,manipulation (pooled),It didnt - I am exhausted by this task. So many scenarios to run in insufficient time :-(,UNCODED
59ff8226ab721b0001ef6e61,reflection-task,pooled,manipulation (pooled),Without seeing the AI response it was not always easy to remember the full justification.,UNCODED
63fbf0e3b18cc14adc0dbfb6,reflection-task,pooled,manipulation (pooled),It made understanding the task important to explain how it was worked out.,UNCODED
6a74c432d1f8e14197cba20c,reflection-task,pooled,manipulation (pooled),"Very much, as those tasks are very hard, and without AI's direction, it takes a lot of time to cross-check scenarios with different probabilities.",UNCODED
6a5f42d69b1ede78e6865ae2,reflection-task,pooled,manipulation (pooled),i'm not sure to be honest,UNCODED
6a0a1d0620ab03bd3ef2d77a,reflection-task,pooled,manipulation (pooled),This did not change the way I task. I often use copy and paste to make sure that the AI has the full details when doing tasking.,no_change
6a024f725261d2958f108b09,reflection-task,pooled,manipulation (pooled),none,no_change
65099be3415f7ca701bb2a0b,reflection-task,pooled,manipulation (pooled),I think it was to see how I would feel after completing a task repeatedly and if this increased my use of AI in the later stages of the task compared to the beginning,UNCODED
6a04ae863ac91cfca3e95923,reflection-task,pooled,manipulation (pooled),"i dont use ai often as i can usually handle them on my own, but i feel like i have abused ai in this task as i had to use ai no matter what",UNCODED
66620cf0297a4b3c61f5a8ee,reflection-task,pooled,manipulation (pooled),no,no_change
61fa90b1d42cb19beec491c3,reflection-task,pooled,manipulation (pooled),I had to be more involved in understanding the scenarios than if id not have reflected at all,UNCODED
59e74a640fb3a90001bd9867,reflection-task,pooled,manipulation (pooled),i started copying the ai answers for the post reflection,UNCODED
6a01c9b02847d30e43b0a264,reflection-task,pooled,manipulation (pooled),Made me consider how the AI was used and it's reliability,more_careful
669e58ff5a1c84c90a37a962,reflection-task,pooled,manipulation (pooled),It made me think about whether the AI could think the same as a person,more_careful
6a0779a03984ef197bcbae39,reflection-task,pooled,manipulation (pooled),"I found it hard to remember exactly what I had done. I wish I could have gone back to check,",UNCODED
69f5a188951962a8f4061267,reflection-task,pooled,manipulation (pooled),AI helped justify my reasoning,UNCODED
5b898547990403000114de1d,reflection-task,pooled,manipulation (pooled),"As  I said above, I think at first I thought it was me just being able to use AI rather than understand the specifics I was reading about, then I realised I was meant to be taking more in and understanding it all so I tried harder after that first one to understand the scenario's and the answers the AI was giving me.",UNCODED
6a0e3b3d4d59d3110d005558,reflection-task,pooled,manipulation (pooled),I do not think it was about planning. I think it was about how we interact with the machine and about levels of trust and accountability.,UNCODED
6a1f209b48870c2ea2929806,reflection-task,pooled,manipulation (pooled),I couldn't even remember my justifications so I just felt more confused and like I didn't know why I'd done what I did,UNCODED
5e695632d40a492070942196,reflection-task,pooled,manipulation (pooled),NO,no_change
6346e69ebd7bbf2cda8fa8e0,reflection-task,pooled,manipulation (pooled),"It did not really change the way i understand the task,",no_change
6a0f4a69f9ccf5a7b2a53a31,reflection-task,pooled,manipulation (pooled),It made me realise without AI this task would be very hard.,UNCODED
5cb6a087c515b0001a70d108,reflection-task,pooled,manipulation (pooled),none,no_change
6a00cc06a18f6650215fb5b2,reflection-task,pooled,manipulation (pooled),n/a,no_change
6a1efce6eacd6a04721457bb,reflection-task,pooled,manipulation (pooled),it didnt,no_change
6736f802bbe77d3d5eb07ca4,reflection-task,pooled,manipulation (pooled),"A little, but I was entering the unknown so to speak",UNCODED
69fcc7490d4d25bd8b8260d0,reflection-task,pooled,manipulation (pooled),more than half the time,UNCODED
6a00f5017f05cbe927628050,reflection-task,pooled,manipulation (pooled),it makes me realise how much more useful ai actually is,UNCODED
5bdc609519b9ba000157d122,reflection-task,pooled,manipulation (pooled),n/a,no_change
6a1dbe60c18ee2a0e3be9960,reflection-task,pooled,manipulation (pooled),It helped me understand how AI works a little but more and changed my opinion slightly.,UNCODED
69161c55f85eb185becef67b,reflection-task,pooled,manipulation (pooled),I tried to double check my answers before,more_careful
5d20f6cbc1dc1c0001162dd5,reflection-task,pooled,manipulation (pooled),it changed nothing,UNCODED
6a0700dd7ae6caa65ab25c47,reflection-task,pooled,manipulation (pooled),"The post task reflection was awful. It was an utterly mind numbing task that served to do nothing except test my own mental memory of the task since I couldn't even see my own working out. The questions for reflection were so rigid I felt like I was just finding different ways of writing the same stuff, and having a minimum of 100 characters was utterly irrelevant, useless and completely arbitrary",UNCODED
6a15c26368d15a5feacfdd52,reflection-task,pooled,manipulation (pooled),I mean I'd just say it was clearly making me justify my answers in 100 characters minimum and anyone like me who largely relied on the AI would struggle to fill those gaps. Maybe the task was just to see if people would start to think independently after a while,UNCODED
612198f856c9f4f2f02f7046,reflection-task,pooled,manipulation (pooled),I think it made me think about why I was choosing the answers I was picking.,more_careful
69fc7f3c38ab2a03de2b881e,reflection-task,pooled,manipulation (pooled),I don't believe it did for this instance.,UNCODED
5ec3bcec194de722b74d9533,reflection-task,pooled,manipulation (pooled),Strange answer but I now believe this task was specifically asking me to test an organisation model.,UNCODED
6140ce04fc55c3149baf0f8b,reflection-task,pooled,manipulation (pooled),"it did make me look at organising it different,",UNCODED
6a21bca6b2d44f85d2956acb,reflection-task,pooled,manipulation (pooled),It made me feel like I rely a lot on ai to give me courage to my own answers,UNCODED
5883d68d300c0b000113db56,reflection-task,pooled,manipulation (pooled),It made me think about the way I was approaching the problems and how efficently I was using the AI,more_careful
67269f439696d166fbb74e09,reflection-task,pooled,manipulation (pooled),No,no_change
6a1c823e2fcad33e33e5c7f9,reflection-task,pooled,manipulation (pooled),"help me slow down, understand every rule and double checking.",more_careful;slowed_friction
69c2c2e3d95e188fd657d9db,reflection-task,pooled,manipulation (pooled),The tiredness of typing in post task reflection increased my rely on AI answers to reduce my pressure.,UNCODED
6165467eb6321c819c2edb0a,reflection-task,pooled,manipulation (pooled),It made me feel quite stupid/inadequate as I relied a lot on the AI.,UNCODED
6a74c64e0aadf8f52443868a,reflection-task,pooled,manipulation (pooled),"Yes, by confidence level",UNCODED
69efb9b420360a885dd4433c,reflection-task,pooled,manipulation (pooled),It was maybe a bit too detailed but it made me think about whyI wastrusting the AI and whether it was accurate.,more_careful
5a7226d9f660ae0001a9a547,reflection-task,pooled,manipulation (pooled),It made me think about how much I relied on the AI or myself in the task,more_careful
60f816ff1fa74fcfab532378,reflection-task,pooled,manipulation (pooled),"There isn't anything within this reflection which has changed the understanding of the task. The task was very long winded, I thought the questions about each scenario would be grouped together to make it easier to refer back but they weren't so I had to start afresh every questions and it took such a long time which was frustrating.",slowed_friction
66598c98a133d3735cdc4fdc,reflection-task,pooled,manipulation (pooled),It just made me feel bad for using the AI tool in full to get the answer as I had no reflection of my own most of the time,UNCODED
66def1304e37adb3349f648f,reflection-task,pooled,manipulation (pooled),"I am not sure that it did, I just got better with the task as I went on",UNCODED
69f226b2032dea50182cbd55,reflection-task,pooled,manipulation (pooled),It mostly validated that way that I approached each task.,UNCODED
5eb29fdddac67500082c1089,reflection-task,pooled,manipulation (pooled),"it didn't change the way i looked at the task, i used the same method for every question so i felt like i was repeating myself a lot on the reflections.",no_change
6a00c8f030917dccf9734123,reflection-task,pooled,manipulation (pooled),"I didn't find it helpful, after the fisrt 3-4 questions i just found it irritating and  waste of time typing teh same thing over and over and over",slowed_friction
6775d2dc10021f9d74ab65aa,reflection-task,pooled,manipulation (pooled),It made me question how confident I was in the task and my ability to explain the rationale I gained from the AI advice.,more_careful;trust_less
5d888c72662f2c0017f6339a,reflection-task,pooled,manipulation (pooled),"I don't think it did, I felt like maybe I should have done more of my own work with less reliance on AI as justifying the answer was hard as I was mostly influenced by the AI assistant.",UNCODED
69f24574b54c25c94cb2a42a,reflection-task,pooled,manipulation (pooled),I was able to understand what was expected of me from this exercise.,UNCODED
69fcc05f140c19957cbdc016,reflection-task,pooled,manipulation (pooled),"I'm too annoyed to think about it right now, it was mentally draining",slowed_friction
6a74cbaa67f22fab4c1b8a2e,reflection-task,pooled,manipulation (pooled),it was new and different for me.,UNCODED
69f22308a09515c4b0bb3999,reflection-task,pooled,manipulation (pooled),It made me look at it in a different way,more_careful
69ffa80077ddde4fae81232d,reflection-task,pooled,manipulation (pooled),N.A,UNCODED
69fe8d0b1b03e0d3432cc2ac,reflection-task,pooled,manipulation (pooled),It make me feel like i had to remember the AI reasoning more.,UNCODED
64b53cb9f438ca54a2ca5065,reflection-task,pooled,manipulation (pooled),I don't think it did,UNCODED
6a0c84116baeec20e6a2daeb,reflection-task,pooled,manipulation (pooled),"It didn't very much. I understand that this task is probably more about the AI assistant than my planning skills, which is evident because my planning skills are poor and I still qualified for the study.",UNCODED
69385c6d6d45913c278c939c,reflection-task,pooled,manipulation (pooled),It didn't.,no_change
6a0866997112d0a40ec6f298,reflection-task,pooled,manipulation (pooled),It prompted me to structure my reasoning clearly and catch subtle timing or logic gaps in the AI's advice.,UNCODED
6a13567c2708fe5a72d06e20,reflection-task,pooled,manipulation (pooled),"It has made me think that the AI is more trustworthy than originally thought, and that this task was to see how my thoughts would change before and after the task.",more_careful;trust_more
67803b5508f3d995ef13696b,reflection-task,pooled,manipulation (pooled),"It got me thinking more about my relationship to the Ai - whether i was using it to think for me, using it to back up my answers or working with it or whether i felt like i was training it.",UNCODED
6a06492bd18cc8c960c61577,reflection-task,pooled,manipulation (pooled),it helped me recognise the importance of checking each condition carefully and not relying on an answer without comparing it with the info given in the scenario,more_careful
69f7dbef9b0fbd9afdf8cfd0,reflection-task,pooled,manipulation (pooled),"SO HARD, AND BIG PRESSURE BECAUSE THE TIME 47 MINUTES IS NOT ENOUGH AT ALL",slowed_friction
6a0f4f1cd8a7e2077d91f7b0,reflection-task,pooled,manipulation (pooled),"The hardest part, on first few question I was aware then the task got tougher my brain also getting drain lol.",UNCODED
6a1c909acac501fda8f70a1f,reflection-task,pooled,manipulation (pooled),"Yes.. And in fact, at one point, i realized i chose wrong answer which i mentioned later in answer justification.",UNCODED
