participantId,condition,savedAt,completed,age,gender,profession,fluency,education,ai_use,ypc_02_answer,ypc_02_correct,ypc_02_confidence,ypc_03_answer,ypc_03_correct,ypc_03_confidence,ypc_05_answer,ypc_05_correct,ypc_05_confidence,ypc_06_answer,ypc_06_correct,ypc_06_confidence,car_racing_01_answer,car_racing_01_correct,car_racing_01_confidence,car_racing_02_answer,car_racing_02_correct,car_racing_02_confidence,car_racing_03_answer,car_racing_03_correct,car_racing_03_confidence,car_racing_05_answer,car_racing_05_correct,car_racing_05_confidence,graduation_party_01_answer,graduation_party_01_correct,graduation_party_01_confidence,graduation_party_05_answer,graduation_party_05_correct,graduation_party_05_confidence,graduation_party_06_answer,graduation_party_06_correct,graduation_party_06_confidence,graduation_party_07_answer,graduation_party_07_correct,graduation_party_07_confidence,n_correct,mean_confidence,metacog_sensitivity,sus_1,sus_2,sus_3,sus_4,sus_5,sus_6,sus_7,sus_8,sus_9,sus_10,sus_11,sus_aggregate,ueq_1,ueq_2,ueq_3,ueq_4,ueq_5,ueq_6,ueq_7,ueq_8,ueq_aggregate,tlx_1,tlx_2,tlx_3,tlx_4,tlx_5,tlx_6,tlx_aggregate,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_aggregate,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_aggregate,attn_instruction,attn_post,attn_sus,msgs_to_ai,pre_with_ai,pre_without_ai,pre_ai_alone,post_with_ai,post_without_ai,post_ai_alone,I usually double-checked AI-generated answers before relying on them.,The post task reflection shown in this study changed how I understand the task.,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","How, if at all, did the post task reflection changed the way you understand the task?","If you have any further comments about your interaction with the AI, please share them here."
6a0e0a7870eacd91539865bd,reflection-task,2026-08-16T20:15:40.365885+00:00,True,29,['Man'],Station Manager,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,99.0,D,0,99.0,D,0,97.0,D,0,76.0,D,1,96.0,B,0,97.0,D,0,97.0,C,0,95.0,B,1,95.0,A,1,95.0,B,0,97.0,B,1,96.0,5,94.92,2.2,1.0,3.0,4.0,1.0,2.0,4.0,3.0,5.0,3.0,1.0,1.0,47.5,5.0,2.0,2.0,1.0,3.0,2.0,5.0,5.0,-0.88,20.0,8.0,2.0,19.0,20.0,19.0,14.67,4.0,4.0,2.0,4.0,4.0,3.0,3.5,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,2.5,1,1,1,14,12,10,11,12,4,3,5,4,,,
673b604f831846c9a2e2d0e6,reflection-task,2026-08-16T20:18:33.113456+00:00,True,27,['Woman'],HR Manager,Native English speaker,Higher tertiary education degree (Master's level),Several times a day,D,1,79.0,C,0,82.0,A,1,99.0,B,0,71.0,D,1,82.0,B,0,73.0,B,1,77.0,D,0,67.0,C,0,78.0,A,1,65.0,B,0,71.0,D,0,76.0,5,76.67,6.4,3.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,57.5,5.0,6.0,6.0,6.0,3.0,3.0,4.0,5.0,0.75,17.0,16.0,5.0,8.0,17.0,19.0,13.67,3.0,3.0,2.0,2.0,4.0,3.0,3.5,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.12,1,1,1,16,7,6,6,7,4,9,3,2,,,
6a0779a03984ef197bcbae39,reflection-task,2026-08-16T20:27:13.362852+00:00,True,42,['Woman'],radiographer,Native English speaker,Higher tertiary education degree (Master's level),About once a day,A,0,12.0,B,1,82.0,A,1,76.0,D,0,84.0,D,1,81.0,B,0,14.0,B,1,69.0,C,0,65.0,B,1,78.0,D,0,19.0,D,1,75.0,D,0,48.0,6,58.58,36.5,4.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,2.0,72.5,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,1.25,19.0,17.0,17.0,8.0,17.0,16.0,15.67,1.0,2.0,4.0,3.0,3.0,3.0,2.33,4.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,3.75,1,1,1,28,6,3,12,11,1,12,5,5,"I read the questions first, I copied some of AI answers for feedback.","I found it hard to remember exactly what I had done. I wish I could have gone back to check,","These tasks are hard for me, I find lots of instructions very tricky."
69f5a188951962a8f4061267,reflection-task,2026-08-16T20:27:47.276482+00:00,True,40,['Man'],Pharmacy Technician,Native English speaker,Lower tertiary education degree (Bachelor's level),About once a day,D,1,72.0,D,0,69.0,D,0,67.0,B,0,73.0,D,1,61.0,C,1,91.0,B,1,84.0,B,0,62.0,B,1,75.0,D,0,74.0,D,1,90.0,D,0,77.0,6,74.58,8.5,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,67.5,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,2.75,18.0,14.0,19.0,13.0,16.0,13.0,15.5,5.0,5.0,2.0,2.0,5.0,5.0,4.67,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.5,1,1,1,49,11,7,10,7,6,10,5,5,USe AI to check everything,AI helped justify my reasoning,Difficult task but good
5b898547990403000114de1d,reflection-task,2026-08-16T20:29:53.251291+00:00,True,52,['Woman'],Learning Mentor ,Native English speaker,Vocational college degree,About once a day,D,1,90.0,A,0,94.0,D,0,81.0,C,0,76.0,D,1,93.0,B,0,84.0,B,1,78.0,C,0,90.0,B,1,76.0,D,0,50.0,B,0,67.0,D,0,78.0,4,79.75,6.75,5.0,2.0,5.0,2.0,5.0,1.0,4.0,5.0,1.0,5.0,1.0,92.5,6.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,2.0,20.0,3.0,10.0,14.0,16.0,14.0,12.83,3.0,3.0,3.0,3.0,4.0,3.0,3.17,5.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,4.5,1,1,1,30,9,5,9,12,4,12,4,5,"I think at first I thought I was meant to be relying only on AI, but then it became clear that I needed to be more of an active participant so I tried to read it all and take in the information but it was very confusion and this is why it was mentally challenging.  It was hard not knowing how many tasks were left as well.  ","As  I said above, I think at first I thought it was me just being able to use AI rather than understand the specifics I was reading about, then I realised I was meant to be taking more in and understanding it all so I tried harder after that first one to understand the scenario's and the answers the AI was giving me.  ",The AI bit was brilliant and really showed me how capable it is.  I'd be interested to know how many I got right based on that. 
6a0e3b3d4d59d3110d005558,reflection-task,2026-08-16T20:31:30.112494+00:00,True,56,['Woman'],Teacher,Native English speaker,Higher tertiary education degree (Master's level),A few times a week,D,1,88.0,A,0,81.0,D,0,51.0,D,0,88.0,D,1,92.0,D,0,99.0,D,0,17.0,D,0,4.0,C,0,99.0,D,0,90.0,B,0,99.0,D,0,99.0,2,75.58,17.3,4.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,2.0,4.0,3.0,82.5,3.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,-0.5,13.0,4.0,4.0,9.0,14.0,12.0,9.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1,1,1,44,9,3,6,6,1,6,4,5,I interacted more and asked more questions.,I do not think it was about planning. I think it was about how we interact with the machine and about levels of trust and accountability.,emmmmmm. A bit scary in terms of reflecting on my expectation of what AI can do but interesting.
686fd6f304b7e79b97c978e6,reflection-task,2026-08-16T20:32:43.631947+00:00,True,47,['Man'],Researcher,Fully fluent,Doctoral degree,Several times a day,D,1,98.0,A,0,98.0,A,1,98.0,B,0,99.0,A,0,99.0,B,0,98.0,D,0,100.0,D,0,99.0,B,1,100.0,A,1,97.0,D,1,98.0,D,0,99.0,5,98.58,-0.66,5.0,2.0,5.0,1.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,90.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,2.25,20.0,15.0,20.0,6.0,19.0,19.0,16.5,5.0,5.0,2.0,2.0,5.0,5.0,4.67,5.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,4.62,1,1,1,14,8,2,6,12,4,12,4,5,,,
6a1f209b48870c2ea2929806,reflection-task,2026-08-16T20:32:44.227725+00:00,True,26,['Woman'],Administrator,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,A,0,19.0,C,0,100.0,D,0,59.0,A,1,59.0,D,1,94.0,B,0,85.0,D,0,73.0,A,1,70.0,A,0,37.0,D,0,36.0,D,1,23.0,A,0,56.0,4,59.25,3.38,5.0,1.0,5.0,1.0,4.0,2.0,4.0,5.0,1.0,1.0,2.0,80.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,6.0,1.38,20.0,1.0,20.0,1.0,20.0,20.0,13.67,4.0,4.0,1.0,1.0,5.0,5.0,4.67,2.0,3.0,1.0,1.0,5.0,4.0,5.0,2.0,2.62,1,1,1,66,10,10,6,3,1,6,1,1,I just got annoyed at how convoluted the questions were and relied more and more on the AI to read and interpret what was going on. It got easier when the same scenarios came back up so I at least didn't hae to start from scratch,I couldn't even remember my justifications so I just felt more confused and like I didn't know why I'd done what I did,I hated feeling pressured to use the AI because of how badly the scenarios were worded. There wasn't enough time to process what was going on. The AI had to do all the work and made me feel dumb.
6a0cb91d88188266d77554d9,reflection-task,2026-08-16T20:38:16.110385+00:00,True,27,['Man'],Law Enforcement,Native English speaker,Vocational college degree,Several times a day,A,0,100.0,A,0,100.0,D,0,100.0,A,1,100.0,D,1,100.0,B,0,100.0,D,0,100.0,A,1,100.0,B,1,100.0,D,0,100.0,D,1,100.0,B,1,100.0,6,100.0,0.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,1.0,5.0,1.0,90.0,7.0,7.0,7.0,7.0,4.0,6.0,4.0,4.0,1.75,10.0,1.0,1.0,20.0,1.0,1.0,5.67,4.0,4.0,1.0,1.0,4.0,4.0,4.33,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.75,1,1,1,16,12,12,12,12,12,12,3,1,,,
5e695632d40a492070942196,reflection-task,2026-08-16T20:42:48.233314+00:00,True,55,['Woman'],Retired teacher,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,A,0,99.0,A,0,99.0,D,0,99.0,D,0,98.0,B,0,63.0,A,0,99.0,A,0,100.0,B,0,99.0,B,1,99.0,A,1,99.0,C,0,99.0,D,0,98.0,2,95.92,3.7,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,97.5,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,2.75,5.0,5.0,5.0,10.0,12.0,12.0,8.17,3.0,3.0,1.0,1.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.88,1,1,1,30,6,4,11,4,2,11,5,1,I found summarising and using the questions by rewrding them helped me. Then double checking my answers helped.,NO,
6346e69ebd7bbf2cda8fa8e0,reflection-task,2026-08-16T20:48:09.805704+00:00,True,30,['Man'],Musician,Native English speaker,Lower tertiary education degree (Bachelor's level),About once a week,D,1,80.0,A,0,57.0,A,1,72.0,B,0,51.0,D,1,60.0,D,0,22.0,B,1,72.0,A,1,72.0,C,0,96.0,D,0,63.0,D,1,41.0,C,0,77.0,6,63.58,5.17,3.0,1.0,4.0,1.0,5.0,2.0,5.0,5.0,2.0,4.0,2.0,82.5,6.0,6.0,7.0,7.0,3.0,4.0,4.0,6.0,1.38,16.0,4.0,9.0,11.0,16.0,16.0,12.0,2.0,3.0,3.0,4.0,3.0,3.0,2.67,4.0,3.0,5.0,4.0,5.0,2.0,5.0,5.0,4.38,1,1,1,20,10,6,10,8,1,10,3,1,I would always read the scenario first and try to find the answer myself and then compare my answers to the AI helps answers.,"It did not really change the way i understand the task, ",It was difficult answering the same questions over and over. I used AI for the help of all the questions because I found them very challenging.
6a0f4a69f9ccf5a7b2a53a31,reflection-task,2026-08-16T20:53:45.837362+00:00,True,20,['Woman'],finance,Native English speaker,Vocational college degree,About once a day,D,1,30.0,D,0,34.0,D,0,29.0,C,0,60.0,D,1,30.0,D,0,58.0,D,0,57.0,D,0,28.0,C,0,65.0,D,0,23.0,D,1,17.0,C,0,65.0,3,41.33,-20.89,5.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,1.0,3.0,4.0,67.5,6.0,4.0,7.0,6.0,3.0,4.0,6.0,7.0,1.38,15.0,6.0,10.0,13.0,11.0,13.0,11.33,4.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,4.12,1,1,1,21,2,4,10,9,1,10,4,3,i asked AI to help me.,It made me realise without AI this task would be very hard.,it was useful and efficient. 
5cb6a087c515b0001a70d108,reflection-task,2026-08-16T20:55:40.019857+00:00,True,33,['Woman'],factory worker,Native English speaker,Vocational college degree,A few times a week,A,0,96.0,C,0,91.0,C,0,97.0,C,0,95.0,D,1,87.0,C,1,98.0,B,1,68.0,C,0,94.0,C,0,96.0,C,0,98.0,C,0,97.0,C,0,95.0,3,92.67,-11.11,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,100.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,16.0,1.0,19.0,15.0,5.0,9.83,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,1,17,3,4,5,12,3,8,1,5,none,none,
6a00cc06a18f6650215fb5b2,reflection-task,2026-08-16T21:01:26.887761+00:00,True,40,['Man'],BI developer,Native English speaker,Upper secondary school / High school,Several times a day,B,0,100.0,C,0,100.0,A,1,100.0,C,0,100.0,D,1,100.0,B,0,100.0,B,1,100.0,C,0,100.0,C,0,100.0,D,0,100.0,A,0,87.0,D,0,100.0,3,98.92,1.44,5.0,1.0,5.0,1.0,4.0,4.0,5.0,5.0,1.0,3.0,1.0,85.0,6.0,7.0,6.0,6.0,4.0,5.0,2.0,2.0,0.75,14.0,1.0,3.0,11.0,16.0,7.0,8.67,3.0,4.0,2.0,2.0,4.0,4.0,3.83,4.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,3.38,1,1,1,21,12,6,12,10,2,6,4,2,"i used the AI fully, although looking back i should have made it double check its answers for every question, not just the ones after i spotted the obvious mistake",n/a,it solidified what ive already believed that AI should be questioned and made to double check results as they cant always be trusted on first instinct.
6a1efce6eacd6a04721457bb,reflection-task,2026-08-16T21:03:00.813793+00:00,True,28,['Woman'],Client Finance Assistant,Native English speaker,Lower tertiary education degree (Bachelor's level),About once a day,D,1,98.0,D,0,98.0,A,1,99.0,D,0,78.0,D,1,94.0,C,1,100.0,B,1,98.0,B,0,64.0,B,1,100.0,A,1,100.0,D,1,91.0,D,0,99.0,8,93.25,12.75,4.0,3.0,4.0,1.0,3.0,2.0,5.0,5.0,2.0,4.0,2.0,75.0,5.0,7.0,6.0,7.0,5.0,5.0,5.0,5.0,1.62,12.0,2.0,1.0,11.0,11.0,4.0,6.83,5.0,4.0,4.0,4.0,2.0,2.0,2.83,4.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,1,1,1,25,12,8,12,10,2,12,4,3,none,it didnt,
6736f802bbe77d3d5eb07ca4,reflection-task,2026-08-16T21:03:13.707025+00:00,True,46,['Man'],Senior Manager,Native English speaker,Higher tertiary education degree (Master's level),About once a day,D,1,97.0,D,0,20.0,A,1,97.0,D,0,99.0,D,1,100.0,B,0,81.0,D,0,59.0,D,0,98.0,C,0,52.0,D,0,100.0,B,0,98.0,B,1,100.0,4,83.42,22.62,4.0,2.0,5.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,92.5,6.0,7.0,7.0,6.0,4.0,7.0,5.0,6.0,2.0,10.0,1.0,1.0,13.0,7.0,5.0,6.17,4.0,3.0,1.0,3.0,5.0,3.0,3.83,5.0,4.0,4.0,4.0,5.0,1.0,5.0,4.0,4.5,1,0,1,18,6,2,7,8,2,8,2,4,"I used the same routine of using one prompt. I didn't really check the answers, just trusted AI","A little, but I was entering the unknown so to speak","The answers seemed very long, no definitive answer forthright, but very in depth reasoning"
69fcc7490d4d25bd8b8260d0,reflection-task,2026-08-16T21:03:55.753613+00:00,True,18,['Man'],dog sitter,Native English speaker,Upper secondary school / High school,A few times a week,D,1,98.0,A,0,100.0,A,1,100.0,C,0,98.0,D,1,100.0,B,0,100.0,D,0,100.0,D,0,99.0,B,1,96.0,A,1,100.0,D,1,100.0,A,0,96.0,6,98.92,0.17,1.0,5.0,1.0,3.0,5.0,2.0,2.0,5.0,3.0,1.0,5.0,30.0,5.0,3.0,5.0,3.0,1.0,2.0,4.0,4.0,-0.62,20.0,5.0,3.0,19.0,18.0,9.0,12.33,4.0,3.0,1.0,2.0,3.0,2.0,3.5,4.0,2.0,5.0,5.0,4.0,3.0,5.0,3.0,3.88,1,1,1,25,12,6,8,10,4,5,5,3,,more than half the time,
6a00f5017f05cbe927628050,reflection-task,2026-08-16T21:06:48.548382+00:00,True,39,['Man'],hgv driver,Native English speaker,Upper secondary school / High school,About once a day,A,0,98.0,A,0,99.0,D,0,100.0,B,0,97.0,D,1,98.0,C,1,98.0,D,0,98.0,A,1,98.0,B,1,96.0,D,0,100.0,D,1,88.0,D,0,100.0,5,97.5,-3.26,5.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,97.5,4.0,6.0,4.0,4.0,4.0,5.0,6.0,6.0,0.88,1.0,3.0,2.0,20.0,3.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.33,5.0,3.0,5.0,4.0,5.0,2.0,5.0,5.0,4.5,1,1,1,26,12,8,12,12,3,12,3,4,i used ai as an aid in this to answer the tasks and questions.,it makes me realise how much more useful ai actually is,i like ai.
5bdc609519b9ba000157d122,reflection-task,2026-08-16T21:11:39.761789+00:00,True,25,['Man'],Civil servant,Native English speaker,Higher tertiary education degree (Master's level),A few times a week,D,1,78.0,A,0,90.0,D,0,98.0,A,1,66.0,D,1,98.0,B,0,99.0,B,1,31.0,D,0,11.0,C,0,98.0,D,0,92.0,B,0,94.0,D,0,99.0,4,79.5,-16.88,2.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,1.0,60.0,5.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,-0.75,14.0,6.0,3.0,14.0,16.0,17.0,11.67,3.0,4.0,2.0,2.0,4.0,4.0,3.83,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.62,1,1,1,18,12,11,12,9,2,12,4,3,to check answers review the question and make sure teh answer followed the question,n/a,n/a
6a1dbe60c18ee2a0e3be9960,reflection-task,2026-08-16T21:11:59.434391+00:00,True,42,['Woman'],Paralegal,Native English speaker,Vocational college degree,Several times a day,B,0,86.0,D,0,56.0,C,0,56.0,D,0,35.0,A,0,22.0,C,1,41.0,B,1,59.0,A,1,63.0,B,1,41.0,D,0,62.0,B,0,58.0,A,0,65.0,4,53.67,-4.0,5.0,3.0,4.0,2.0,5.0,2.0,5.0,5.0,2.0,4.0,2.0,80.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,2.12,17.0,14.0,9.0,8.0,14.0,12.0,12.33,4.0,4.0,3.0,2.0,3.0,4.0,3.67,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.88,0,1,1,26,5,1,10,8,3,12,2,3,I tried to work on my own answer first then compare it to the AI answer ,It helped me understand how AI works a little but more and changed my opinion slightly.,
69161c55f85eb185becef67b,reflection-task,2026-08-16T21:12:33.021417+00:00,True,23,['Man'],Retail,Native English speaker,Lower tertiary education degree (Bachelor's level),Never,D,1,24.0,A,0,23.0,D,0,43.0,D,0,18.0,D,1,59.0,C,1,24.0,D,0,32.0,D,0,18.0,C,0,36.0,D,0,32.0,B,0,21.0,D,0,19.0,3,29.08,8.78,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,1.0,65.0,5.0,5.0,6.0,4.0,3.0,3.0,2.0,3.0,-0.12,13.0,1.0,6.0,5.0,6.0,12.0,7.17,4.0,4.0,2.0,2.0,3.0,4.0,3.83,2.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,2.75,1,1,1,48,10,8,6,6,3,5,2,1,I mostly relied on the AI because the tasks would've taken too long otherwise,I tried to double check my answers before,
66d753769fda18f114e0e534,reflection-task,2026-08-16T21:15:13.733873+00:00,True,54,['Woman'],Senior library assistant ,Native English speaker,Higher tertiary education degree (Master's level),A few times a week,A,0,48.0,B,1,51.0,D,0,51.0,B,0,48.0,B,0,26.0,D,0,52.0,D,0,52.0,D,0,49.0,B,1,47.0,D,0,50.0,D,1,50.0,D,0,49.0,3,47.75,2.11,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,52.5,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,-0.25,12.0,2.0,4.0,12.0,10.0,16.0,9.33,3.0,2.0,3.0,3.0,2.0,3.0,2.67,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,1,1,21,12,6,12,12,6,12,3,3,,,
5d20f6cbc1dc1c0001162dd5,reflection-task,2026-08-16T21:15:38.324856+00:00,True,38,['Woman'],Area sales manager,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,100.0,B,1,97.0,D,0,99.0,C,0,97.0,D,1,99.0,B,0,87.0,A,0,98.0,A,1,94.0,C,0,98.0,D,0,98.0,D,1,97.0,B,1,99.0,6,96.92,1.5,3.0,4.0,4.0,1.0,3.0,2.0,4.0,5.0,3.0,4.0,1.0,67.5,7.0,7.0,7.0,6.0,5.0,6.0,6.0,4.0,2.0,14.0,3.0,20.0,12.0,17.0,17.0,13.83,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,3.88,1,1,1,27,10,2,10,12,2,12,4,2,"due to time constraints of the study to be completed, and the time of night it is where im extra drained, it made most sense to delegate the whole task to ai. i was able to fact check a couple but soon realised i was running out of time",it changed nothing,
6a0700dd7ae6caa65ab25c47,reflection-task,2026-08-16T21:17:35.154844+00:00,True,27,['Man'],Self Employed (Building a Business),Native English speaker,Higher tertiary education degree (Master's level),A few times a week,A,0,80.0,A,0,69.0,D,0,27.0,D,0,39.0,D,1,36.0,B,0,75.0,B,1,59.0,A,1,64.0,B,1,65.0,A,1,65.0,D,1,72.0,D,0,61.0,6,59.33,1.67,3.0,2.0,4.0,1.0,3.0,3.0,4.0,5.0,2.0,3.0,1.0,70.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,0.0,19.0,4.0,17.0,6.0,13.0,20.0,13.17,3.0,4.0,2.0,3.0,4.0,3.0,3.5,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,2.75,1,1,1,37,9,4,7,6,3,8,2,1,"I tried to have the ai summarise the scenario and the underlying conditions, then provide an answer to the questions based on that, and then finally I'd check its work. As the tasks went on though, I became more reliant on the ai and less thorough in my checking of its work and the scenario conditions themselves","The post task reflection was awful. It was an utterly mind numbing task that served to do nothing except test my own mental memory of the task since I couldn't even see my own working out. The questions for reflection were so rigid I felt like I was just finding different ways of writing the same stuff, and having a minimum of 100 characters was utterly irrelevant, useless and completely arbitrary","The ai was coherent, explained things well and also explained things I challenged well too"
60f5d1dfd8ff71196982160b,reflection-task,2026-08-16T21:18:01.892566+00:00,True,53,['Man'],IT Consultant,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,99.0,C,0,92.0,D,0,88.0,B,0,14.0,D,1,69.0,C,1,100.0,D,0,78.0,D,0,97.0,B,1,84.0,D,0,87.0,D,1,95.0,D,0,97.0,5,83.33,10.4,4.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,1.0,5.0,1.0,80.0,6.0,3.0,7.0,5.0,4.0,6.0,5.0,5.0,1.12,6.0,1.0,8.0,14.0,9.0,15.0,8.83,2.0,2.0,4.0,4.0,4.0,2.0,2.33,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.75,1,1,1,42,12,4,12,10,0,10,5,3,,,
6a15c26368d15a5feacfdd52,reflection-task,2026-08-16T21:18:57.867156+00:00,True,22,['Woman'],Paralegal,Native English speaker,Lower tertiary education degree (Bachelor's level),About once a week,D,1,41.0,B,1,66.0,D,0,38.0,B,0,15.0,D,1,89.0,B,0,96.0,A,0,84.0,D,0,86.0,D,0,2.0,D,0,82.0,D,1,44.0,C,0,77.0,4,60.0,0.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,2.0,27.5,1.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,-1.75,20.0,1.0,14.0,17.0,2.0,20.0,12.33,1.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,5.0,5.0,3.12,1,1,1,27,12,10,12,5,1,6,3,5,I sometimes asked the AI questions to check its understanding of the scenario and sometimes used my own thought process to answer.,I mean I'd just say it was clearly making me justify my answers in 100 characters minimum and anyone like me who largely relied on the AI would struggle to fill those gaps. Maybe the task was just to see if people would start to think independently after a while,The AI was so chatty and I hate that. The reasoning it gives is like an essay. nobody is reading that. skimming at best
612198f856c9f4f2f02f7046,reflection-task,2026-08-16T21:22:16.947529+00:00,True,28,['Woman'],IT Director,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,39.0,B,1,72.0,D,0,84.0,A,1,50.0,D,1,64.0,B,0,68.0,B,1,64.0,D,0,35.0,B,1,65.0,A,1,23.0,B,0,73.0,D,0,60.0,7,58.08,-10.14,5.0,1.0,5.0,1.0,4.0,1.0,4.0,5.0,3.0,4.0,1.0,87.5,5.0,4.0,5.0,6.0,4.0,6.0,6.0,7.0,1.38,16.0,4.0,4.0,5.0,11.0,2.0,7.0,3.0,2.0,4.0,4.0,3.0,3.0,2.5,5.0,3.0,4.0,3.0,5.0,1.0,5.0,5.0,4.38,1,1,1,26,10,3,5,6,1,7,5,3,I tried to cross check the information between AI and what was given in the scenario,I think it made me think about why I was choosing the answers I was picking.,
69fc7f3c38ab2a03de2b881e,reflection-task,2026-08-16T21:23:52.839138+00:00,True,34,['Man'],Civil Servant,Native English speaker,Higher tertiary education degree (Master's level),About once a day,A,0,82.0,A,0,83.0,A,1,22.0,B,0,97.0,D,1,79.0,B,0,90.0,B,1,76.0,A,1,92.0,B,1,41.0,A,1,94.0,D,1,98.0,B,1,93.0,8,78.92,-13.62,3.0,2.0,5.0,1.0,3.0,1.0,5.0,5.0,4.0,4.0,3.0,72.5,6.0,6.0,6.0,4.0,4.0,5.0,3.0,4.0,0.75,16.0,5.0,5.0,14.0,11.0,14.0,10.83,4.0,4.0,2.0,2.0,4.0,2.0,3.67,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.62,1,1,1,39,10,8,11,10,10,11,4,3,I used the strategy to either double check my answer. I also used it to improve how I could view the question.,I don't believe it did for this instance.,
