participantId,condition,savedAt,completed,age,gender,profession,fluency,education,ai_use,ypc_02_answer,ypc_02_correct,ypc_02_confidence,ypc_03_answer,ypc_03_correct,ypc_03_confidence,ypc_05_answer,ypc_05_correct,ypc_05_confidence,ypc_06_answer,ypc_06_correct,ypc_06_confidence,car_racing_01_answer,car_racing_01_correct,car_racing_01_confidence,car_racing_02_answer,car_racing_02_correct,car_racing_02_confidence,car_racing_03_answer,car_racing_03_correct,car_racing_03_confidence,car_racing_05_answer,car_racing_05_correct,car_racing_05_confidence,graduation_party_01_answer,graduation_party_01_correct,graduation_party_01_confidence,graduation_party_05_answer,graduation_party_05_correct,graduation_party_05_confidence,graduation_party_06_answer,graduation_party_06_correct,graduation_party_06_confidence,graduation_party_07_answer,graduation_party_07_correct,graduation_party_07_confidence,n_correct,mean_confidence,metacog_sensitivity,sus_1,sus_2,sus_3,sus_4,sus_5,sus_6,sus_7,sus_8,sus_9,sus_10,sus_11,sus_aggregate,ueq_1,ueq_2,ueq_3,ueq_4,ueq_5,ueq_6,ueq_7,ueq_8,ueq_aggregate,tlx_1,tlx_2,tlx_3,tlx_4,tlx_5,tlx_6,tlx_aggregate,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_aggregate,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_aggregate,attn_instruction,attn_post,attn_sus,msgs_to_ai,pre_with_ai,pre_without_ai,pre_ai_alone,post_with_ai,post_without_ai,post_ai_alone,I usually double-checked AI-generated answers before relying on them.,The step by step reply shown in this study changed how I interacted with the AI.,The multiple alternatives reply helped me evaluate the AI’s answer more carefully.,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","If you have any further comments about your interaction with the AI, please share them here."
6a1ea2a53b2581b93256a6a6,ai,2026-07-20T12:15:14.231340+00:00,True,24,['Man'],Mechanical engineering ,Native English speaker,Doctoral degree,About once a day,C,0,78.0,A,0,87.0,A,1,89.0,C,0,94.0,A,0,63.0,A,0,77.0,A,0,82.0,A,1,86.0,C,0,91.0,D,0,85.0,A,0,95.0,C,0,93.0,2,85.0,3.0,1.0,4.0,5.0,1.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,55.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.88,19.0,3.0,9.0,16.0,18.0,1.0,11.0,5.0,3.0,4.0,2.0,4.0,4.0,3.67,5.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,1,1,1,13,11,8,10,5,9,8,1,,,I by myself read all the scenario rules so I understood every statement clearly before deciding whether it was correct without the assistance of the AI,,"none, I had less interaction with it"
6a186b9f5994daad25347f2d,ai,2026-07-20T12:16:47.585417+00:00,True,23,['Woman'],Social Care,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,B,0,84.0,A,0,93.0,D,0,100.0,B,0,94.0,C,0,81.0,B,0,100.0,C,0,79.0,A,1,78.0,B,1,100.0,D,0,97.0,A,0,99.0,B,1,91.0,3,91.33,-2.22,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,97.5,6.0,7.0,5.0,6.0,5.0,5.0,5.0,4.0,1.38,15.0,9.0,8.0,16.0,12.0,1.0,10.17,3.0,4.0,3.0,2.0,4.0,4.0,3.67,4.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,3.88,0,1,1,30,10,8,9,9,7,9,4,,,I cross-check the answer given to me by the AI and compare them with my understanding about the task,,No comment
6a1806979a036be32a527ff3,ai,2026-07-20T12:20:48.860018+00:00,True,49,['Man'],Software Engineer,Native English speaker,Vocational college degree,Several times a day,A,0,100.0,D,0,100.0,B,0,97.0,D,0,100.0,D,1,100.0,C,1,98.0,B,1,100.0,D,0,100.0,B,1,100.0,A,1,100.0,B,0,100.0,D,0,100.0,5,99.58,0.03,4.0,2.0,5.0,1.0,4.0,3.0,3.0,5.0,2.0,4.0,1.0,77.5,7.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,1.62,6.0,3.0,11.0,14.0,16.0,7.0,9.5,5.0,5.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.88,0,1,1,18,12,12,10,12,6,12,4,,,I have have a multi model orchestration system that gives a consensus score on technical problems - these are then reviewed by me to enable a clear decision to be made.,,The LLM gave clear working out on the results and how it got to this result. If the goal was to try to see the effectiveness of my use of LLM's then if the LLM is doing it job it should be perfect. 
671a3ac3dada5efe6d439698,ai,2026-07-20T12:27:26.219938+00:00,True,35,['Woman'],N/A,Native English speaker,Upper secondary school / High school,Several times a day,A,0,96.0,A,0,94.0,D,0,97.0,C,0,98.0,D,1,98.0,D,0,99.0,B,1,93.0,D,0,98.0,C,0,89.0,A,1,97.0,B,0,97.0,B,1,96.0,4,96.0,0.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,100.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,1.0,2.0,18.0,9.0,1.0,6.17,4.0,4.0,1.0,1.0,5.0,5.0,4.67,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,4.5,1,1,1,17,8,4,12,8,4,12,4,,,"I tried to figure out if there were any AI answers that I disagreed with, and made sure that I read through the reasoning that each answer gave. ",,
6a19fedb153705573a04a9b2,ai,2026-07-20T12:27:46.950948+00:00,True,32,['Woman'],Web developer,Native English speaker,Higher tertiary education degree (Master's level),Several times a day,B,0,82.0,C,0,95.0,D,0,89.0,D,0,89.0,D,1,88.0,B,0,95.0,D,0,90.0,C,0,84.0,B,1,78.0,D,0,89.0,B,0,87.0,D,0,89.0,2,87.92,-5.9,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,4.0,1.0,97.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,8.0,17.0,18.0,3.0,10.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.88,1,1,1,27,12,10,12,12,10,12,5,,,I read through and completely believe the result of AI if it align with what i have in mind.,,
697fbcfaae6bc29a56c28d58,ai,2026-07-20T12:35:32.553284+00:00,True,29,['Woman'],Administrative Assistant,Native English speaker,Lower tertiary education degree (Bachelor's level),About once a day,D,1,100.0,B,1,99.0,D,0,100.0,B,0,99.0,D,1,99.0,B,0,99.0,B,1,98.0,C,0,99.0,B,1,99.0,D,0,98.0,B,0,99.0,B,1,99.0,6,99.0,0.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,67.5,6.0,7.0,6.0,1.0,1.0,1.0,7.0,7.0,0.5,16.0,16.0,1.0,19.0,20.0,5.0,12.83,4.0,4.0,1.0,4.0,4.0,4.0,3.83,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.88,0,1,1,14,12,10,12,12,10,12,5,,,I read the scenarios properly before making decisions,,Amazing and worth learning study
67c60b46b619cad09b65ab51,ai,2026-07-20T12:40:31.931635+00:00,True,52,['Man'],manager,Native English speaker,Higher tertiary education degree (Master's level),Several times a day,C,0,42.0,C,0,83.0,A,1,30.0,A,1,31.0,D,1,28.0,C,1,30.0,C,0,25.0,C,0,26.0,B,1,66.0,D,0,68.0,C,0,18.0,C,0,63.0,5,42.5,-9.43,5.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,70.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,4.0,2.38,18.0,14.0,15.0,17.0,14.0,3.0,13.5,5.0,4.0,5.0,4.0,5.0,4.0,3.5,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.5,1,1,1,24,7,4,7,8,5,9,3,,,,,
66796f6a50ac90662e958273,ai,2026-07-20T12:47:25.487152+00:00,True,23,['Man'],paralegal,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,B,0,86.0,B,1,95.0,D,0,82.0,C,0,89.0,D,1,79.0,C,1,92.0,B,1,84.0,A,1,85.0,B,1,87.0,D,0,93.0,D,1,82.0,D,0,93.0,7,87.25,-2.31,4.0,1.0,4.0,1.0,4.0,3.0,4.0,5.0,1.0,4.0,1.0,82.5,7.0,7.0,5.0,6.0,4.0,5.0,5.0,4.0,1.38,3.0,1.0,1.0,10.0,6.0,2.0,3.83,2.0,2.0,3.0,3.0,2.0,3.0,2.5,4.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,3.5,1,1,1,26,11,5,12,10,2,9,1,,,just trusted the AI,,
6a00e36e3f9414f0d94977fd,ai,2026-07-20T12:47:48.978971+00:00,True,37,['Woman'],Editor,Native English speaker,Doctoral degree,Several times a day,D,1,78.0,C,0,68.0,A,1,78.0,D,0,75.0,D,1,75.0,C,1,54.0,B,1,75.0,C,0,73.0,B,1,75.0,A,1,77.0,B,0,75.0,D,0,81.0,7,73.67,-1.26,4.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,1.0,4.0,1.0,90.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,1.5,18.0,1.0,2.0,20.0,20.0,3.0,10.67,5.0,4.0,1.0,1.0,5.0,5.0,4.83,4.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,3.38,1,1,1,17,12,8,12,12,12,11,5,,,"I thought about my own answer first. Then I would read the AI response to see if the same answer was provided. If so, I went with that response straightaway. If it differed, I thought longer about the scenario before submitting my answer. In most cases, after reviewing again I agreed with the AI. ",,None
63d7a55aac703039f14c6705,ai,2026-07-20T12:48:10.393256+00:00,True,24,['Woman'],Nurse,Fully fluent,Lower tertiary education degree (Bachelor's level),A few times a week,A,0,70.0,C,0,100.0,D,0,70.0,C,0,94.0,D,1,86.0,B,0,91.0,D,0,81.0,B,0,78.0,B,1,77.0,D,0,61.0,D,1,100.0,D,0,76.0,3,82.0,7.56,5.0,2.0,4.0,4.0,4.0,1.0,5.0,5.0,3.0,4.0,2.0,75.0,6.0,2.0,6.0,2.0,5.0,5.0,4.0,4.0,0.25,17.0,4.0,2.0,19.0,18.0,12.0,12.0,1.0,3.0,4.0,2.0,4.0,2.0,2.67,4.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,3.88,1,1,1,18,8,4,6,10,2,11,4,,,I tried doing them myselve first and double check my answer with AI and if we different i see its reasoning and consider and if they question was too complex i would just use the ai answer,,No
6a0c5ad1f13f59bf0a03fffc,ai,2026-07-20T12:50:15.063777+00:00,True,20,['Woman'],Bar Manager,Native English speaker,Upper secondary school / High school,Several times a day,D,1,100.0,A,0,100.0,A,1,100.0,B,0,100.0,D,1,100.0,D,0,100.0,D,0,100.0,D,0,100.0,B,1,100.0,D,0,100.0,B,0,100.0,B,1,100.0,5,100.0,0.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,95.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,12.0,10.0,10.0,20.0,20.0,1.0,12.17,5.0,5.0,5.0,2.0,5.0,3.0,3.83,5.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.88,0,1,1,16,12,8,10,12,8,12,5,,,Well I preferred to get a quick overview with the AI Assistant to highlight the main points and then I would Paste the question to the AI Assistant and ask for relevant answer.,,The AI Assistant proves efficient and effective. I believe it is of great assistance when completing tasks.
5cf510ccb0bafb00161ffd56,ai,2026-07-20T12:55:18.000866+00:00,True,28,['Woman'],hospitality ,Native English speaker,Vocational college degree,A few times a week,A,0,98.0,B,1,83.0,A,1,69.0,B,0,92.0,A,0,77.0,B,0,86.0,A,0,86.0,A,1,94.0,B,1,98.0,A,1,87.0,D,1,66.0,D,0,83.0,6,84.92,-4.17,5.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,2.0,5.0,4.0,87.5,6.0,7.0,7.0,5.0,6.0,7.0,6.0,7.0,2.38,9.0,4.0,1.0,17.0,13.0,1.0,7.5,4.0,5.0,1.0,1.0,4.0,5.0,4.67,4.0,3.0,4.0,5.0,5.0,2.0,5.0,4.0,4.25,0,1,1,25,8,6,10,10,5,10,4,,,i provided the ai assistant with the scenario and then with the options to look at to see what statement was correct ,,none
637fad91c9976f9e66a65840,ai,2026-07-20T13:00:26.037264+00:00,True,41,['Man'],Tax inspector,Native English speaker,Upper secondary school / High school,About once a day,A,0,91.0,B,1,70.0,D,0,69.0,D,0,90.0,D,1,91.0,B,0,94.0,D,0,92.0,C,0,90.0,B,1,93.0,A,1,92.0,D,1,89.0,D,0,91.0,5,87.67,-1.14,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,100.0,7.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0,2.5,4.0,2.0,5.0,19.0,12.0,1.0,7.17,5.0,5.0,1.0,1.0,4.0,5.0,4.83,5.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,4.75,1,1,1,26,8,0,8,9,0,8,5,,,I relied entirely on the AI to recommend a decision but always asked it to double check before accepting its answer.,,None
6a4414eb85f59713b94a03a1,ai,2026-07-20T13:04:47.825638+00:00,True,28,['Man'],Automotive Technician ,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,92.0,D,0,87.0,A,1,81.0,D,0,94.0,D,1,77.0,C,1,94.0,D,0,97.0,D,0,92.0,B,1,96.0,A,1,87.0,B,0,92.0,D,0,89.0,6,89.83,-4.0,3.0,4.0,2.0,1.0,4.0,2.0,4.0,5.0,3.0,5.0,3.0,62.5,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,-0.38,20.0,7.0,9.0,18.0,19.0,14.0,14.5,4.0,3.0,2.0,3.0,5.0,2.0,3.5,4.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,3.62,1,1,1,13,10,7,9,12,5,12,3,,,"I first try  to answer on my own, then I ask the AI to see if I'm correct, if not then I will check the reasons it gave for it's own answers if they actually make sense",,The interaction was smooth overall
69f0e5c8a2d68fe090716dc0,ai,2026-07-20T13:13:49.740539+00:00,True,30,['Woman'],Cabin crew,Native English speaker,Lower tertiary education degree (Bachelor's level),About once a day,D,1,100.0,B,1,100.0,A,1,99.0,B,0,100.0,D,1,100.0,B,0,100.0,B,1,100.0,C,0,100.0,B,1,100.0,A,1,100.0,B,0,100.0,D,0,100.0,7,99.92,-0.14,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,95.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,2.0,2.0,20.0,10.0,1.0,6.33,4.0,4.0,1.0,1.0,5.0,4.0,4.5,5.0,3.0,4.0,4.0,5.0,1.0,5.0,5.0,4.5,1,1,1,15,12,12,12,12,12,12,5,,,I read the scenario more than once before answering questions.,,
6a21f4c12774bbcebeeca3e7,ai,2026-07-20T13:15:08.775546+00:00,True,33,['Man'],Administrative assistant,Fully fluent,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,36.0,D,0,42.0,A,1,79.0,D,0,33.0,D,1,78.0,A,0,40.0,B,1,41.0,D,0,38.0,B,1,43.0,D,0,88.0,B,0,35.0,D,0,53.0,5,50.5,8.4,4.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,4.0,2.0,72.5,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,1.25,15.0,12.0,9.0,9.0,14.0,12.0,11.83,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,3.75,1,1,1,20,10,5,8,12,3,9,4,,,"Carefully read the scenarios and the questions, then try my best to be objective in terms of decision making. Finally, take AI's recommendation before the submission.",,AI assistant was smart and helpful. Felt like a true professional assistant.
5aec1707c09cd900015d7408,ai,2026-07-20T13:16:48.778012+00:00,True,61,['Man'],Trustee,Native English speaker,Lower tertiary education degree (Bachelor's level),About once a day,D,1,9.0,D,0,11.0,A,1,22.0,D,0,10.0,D,1,12.0,B,0,17.0,B,1,13.0,D,0,17.0,C,0,15.0,A,1,15.0,D,1,19.0,D,0,13.0,6,14.42,1.17,4.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,47.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,14.0,13.0,7.0,4.0,14.0,14.0,11.0,2.0,2.0,4.0,2.0,2.0,2.0,2.33,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.62,1,1,1,16,7,5,7,5,0,7,2,,,,,
559bbbdafdf99b7ce19d5b3d,ai,2026-07-20T13:17:08.629496+00:00,True,41,['Man'],Sales Manager,Native English speaker,Vocational college degree,About once a day,A,0,81.0,D,0,78.0,A,1,81.0,A,1,77.0,D,1,94.0,C,1,86.0,B,1,83.0,C,0,83.0,B,1,84.0,A,1,73.0,D,1,38.0,D,0,81.0,8,78.25,-3.75,4.0,2.0,4.0,1.0,4.0,2.0,5.0,5.0,1.0,4.0,1.0,85.0,6.0,6.0,6.0,5.0,4.0,5.0,4.0,5.0,1.12,14.0,3.0,8.0,12.0,10.0,13.0,10.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.38,0,1,1,22,10,7,10,10,2,10,2,,,"I followed the logic of the AI answers and if it made sense to me, I agreed with it. The information was too involved for me to figure it out alone without AI helping me.  If AI seemed to struggle in the computation, I double checked. If it seemed sure and fast, I trusted it. ",,I thought the AI was very good at calculating the problems. 
6a269f30c7c9932b93e39124,ai,2026-07-20T13:22:30.483518+00:00,True,43,['Man'],IT Specialist ,Native English speaker,Higher tertiary education degree (Master's level),A few times a week,D,1,78.0,B,1,69.0,D,0,52.0,D,0,68.0,A,0,49.0,B,0,64.0,D,0,51.0,A,1,51.0,C,0,65.0,A,1,70.0,D,1,66.0,D,0,51.0,5,61.17,9.66,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,100.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,2.62,20.0,12.0,20.0,15.0,20.0,1.0,14.67,3.0,3.0,2.0,2.0,4.0,4.0,3.67,4.0,2.0,4.0,4.0,4.0,1.0,5.0,5.0,4.12,1,1,1,30,12,10,12,9,2,8,3,,,First I asked the AI about the scenario and then I asked the corresponding questions and then I read the scenario myself and try to answer the question to see if it will match,,
6a00dc49200488c52c09e666,ai,2026-07-20T13:24:30.487403+00:00,True,37,['Man'],Operations Manager,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,100.0,C,0,67.0,A,1,84.0,A,1,63.0,D,1,100.0,D,0,100.0,B,1,67.0,C,0,82.0,B,1,62.0,A,1,39.0,B,0,88.0,B,1,85.0,8,78.08,-9.25,4.0,2.0,5.0,1.0,4.0,2.0,4.0,5.0,1.0,4.0,1.0,85.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,3.0,1.5,15.0,3.0,3.0,14.0,4.0,1.0,6.67,4.0,4.0,2.0,2.0,3.0,4.0,3.83,4.0,5.0,1.0,2.0,5.0,4.0,5.0,4.0,3.5,1,1,1,27,8,6,10,12,4,11,3,,,I just told the AI the scenario then asked it the questions. I checked a couple and I found one error it seemed to make. I also asked the AI on occassion why the answers it gave me were correct and why the rest were wrong.,,
669053bbebafdd430e770142,ai,2026-07-20T13:29:02.420432+00:00,True,51,['Woman'],retail,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a month,D,1,97.0,A,0,84.0,A,1,88.0,D,0,79.0,D,1,96.0,B,0,92.0,B,1,90.0,C,0,91.0,B,1,92.0,C,0,96.0,D,1,96.0,D,0,97.0,6,91.5,3.33,5.0,1.0,5.0,3.0,4.0,1.0,5.0,5.0,1.0,4.0,1.0,90.0,7.0,7.0,7.0,7.0,4.0,4.0,6.0,6.0,2.0,1.0,1.0,1.0,20.0,1.0,1.0,4.17,3.0,2.0,4.0,4.0,3.0,3.0,2.5,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,4.5,1,1,1,20,11,3,11,12,0,12,1,,,"i simply copied and pasted the questions . It was far too complicated for me to do on my own,",,
6a063889228a40fd72e93598,ai,2026-07-20T13:38:18.929295+00:00,True,26,['Man'],Stundent/Retail Assitant and Freelance Programmer,Native English speaker,Upper secondary school / High school,Several times a day,A,0,73.0,D,0,77.0,A,1,80.0,D,0,69.0,D,1,91.0,B,0,97.0,B,1,96.0,D,0,94.0,B,1,89.0,A,1,85.0,D,1,75.0,B,1,73.0,7,83.25,2.14,4.0,1.0,5.0,1.0,4.0,2.0,5.0,5.0,1.0,4.0,1.0,90.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,1.5,12.0,10.0,6.0,15.0,2.0,15.0,10.0,4.0,2.0,2.0,3.0,5.0,2.0,3.33,4.0,3.0,2.0,3.0,2.0,1.0,5.0,4.0,3.5,1,1,1,14,8,2,8,10,2,8,3,,,I asked for a rating of what the AI thought the likelyhood of it being correct was.,,"The AI is a little slow, faster for some tasks than others, i guess that is based on how complex they are."
5be373e07e3c9b0001c4d434,ai,2026-07-20T13:39:14.448374+00:00,True,46,['Man'],Engineering,Native English speaker,Higher tertiary education degree (Master's level),About once a day,D,1,83.0,D,0,70.0,C,0,86.0,C,0,79.0,D,1,79.0,B,0,77.0,B,1,88.0,A,1,83.0,B,1,64.0,A,1,81.0,B,0,62.0,C,0,66.0,6,76.5,6.33,4.0,4.0,4.0,3.0,4.0,1.0,2.0,5.0,2.0,4.0,2.0,65.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,1.62,8.0,8.0,7.0,12.0,12.0,8.0,9.17,4.0,4.0,2.0,3.0,4.0,4.0,3.83,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.12,1,1,1,17,12,6,12,12,6,12,3,,,I sense checked some of the answers,,None
5c0cb29e1b80df00017843d2,ai,2026-07-20T13:41:19.004834+00:00,True,34,['Woman'],Homemaker,Native English speaker,Higher tertiary education degree (Master's level),About once a week,A,0,52.0,C,0,98.0,C,0,100.0,C,0,100.0,D,1,77.0,D,0,49.0,D,0,73.0,D,0,58.0,B,1,100.0,C,0,60.0,D,1,100.0,B,1,100.0,4,80.58,20.5,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,90.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.75,16.0,14.0,12.0,16.0,7.0,1.0,11.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.38,0,1,1,16,6,6,3,6,6,6,4,,,I selected what I felt best suited the option after reading the scenario and exercise. I also used the help of the AI,,Good survey
613a37819b27acb95e432628,ai,2026-07-20T13:55:55.761169+00:00,True,29,['Woman'],Procurement Officer,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,D,1,95.0,A,0,34.0,D,0,91.0,B,0,96.0,D,1,91.0,B,0,99.0,B,1,94.0,C,0,70.0,C,0,100.0,D,0,96.0,D,1,87.0,B,1,80.0,5,86.08,5.69,4.0,2.0,5.0,1.0,3.0,2.0,4.0,5.0,2.0,4.0,1.0,80.0,6.0,6.0,6.0,6.0,3.0,4.0,4.0,3.0,0.75,17.0,3.0,7.0,17.0,9.0,3.0,9.33,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.5,1,1,1,30,10,8,8,10,6,10,4,,,"I gave the AI the context and sometimes the questions, asked it to expand on the questions and also asked it to do things to help me understand things more.",,
69f6512526e29f5893e6c203,ai,2026-07-20T14:00:26.445191+00:00,True,25,['Woman'],Unemployed,Fully fluent,Higher tertiary education degree (Master's level),Several times a day,D,1,64.0,B,1,49.0,D,0,33.0,A,1,90.0,D,1,92.0,B,0,83.0,B,1,83.0,D,0,50.0,B,1,79.0,D,0,45.0,D,1,64.0,D,0,59.0,7,65.92,20.43,3.0,2.0,5.0,1.0,4.0,2.0,4.0,5.0,1.0,4.0,1.0,82.5,5.0,7.0,5.0,7.0,4.0,5.0,3.0,3.0,0.88,20.0,3.0,10.0,10.0,20.0,15.0,13.0,3.0,4.0,2.0,3.0,5.0,4.0,3.83,2.0,3.0,1.0,1.0,3.0,5.0,3.0,3.0,2.12,1,1,1,51,11,8,10,6,4,1,5,,,"I read all scenarios carefully, I had some doubts after reading, but I tried to give as much detailed instructions as possible to the AI. After I got the response from the AI, I tried to understand why and what the reasons behind that to the best of my capabilities.",,"I encountered some technical issues during the study, the AI could not answer one of my questions, it stopped at reasoning until I copy pasted the question again. "
6a0dca3aabf1a745cf2fc4d8,ai,2026-07-20T14:04:22.408859+00:00,True,52,['Woman'],health care worker,Fully fluent,Lower tertiary education degree (Bachelor's level),A few times a week,D,1,80.0,A,0,81.0,A,1,83.0,D,0,77.0,D,1,80.0,C,1,83.0,B,1,75.0,A,1,80.0,B,1,73.0,A,1,83.0,B,0,73.0,D,0,73.0,8,78.42,3.62,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,100.0,7.0,1.0,1.0,7.0,4.0,7.0,7.0,6.0,1.0,17.0,11.0,11.0,16.0,15.0,5.0,12.5,1.0,3.0,4.0,4.0,4.0,3.0,2.5,5.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,4.75,1,0,1,17,12,10,11,12,10,11,4,,,,,no
69f251f0d23a0b8b82cab811,ai,2026-07-20T14:08:07.470706+00:00,True,48,['Man'],Software Engineer,Native English speaker,Vocational college degree,Several times a day,A,0,99.0,A,0,97.0,A,1,100.0,C,0,90.0,D,1,100.0,B,0,100.0,D,0,89.0,D,0,55.0,B,1,67.0,D,0,97.0,B,0,29.0,D,0,96.0,3,84.92,5.44,5.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,95.0,7.0,7.0,7.0,7.0,5.0,6.0,3.0,6.0,2.0,17.0,3.0,4.0,19.0,20.0,1.0,10.67,4.0,5.0,1.0,1.0,4.0,4.0,4.5,5.0,3.0,4.0,4.0,5.0,2.0,5.0,5.0,4.38,1,1,1,14,12,12,12,12,6,12,4,,,Let AI do its reasoning while I checked what my answers would be. Then see if they match my expectations.,,
55d22025cc2b18000c0b9d9c,ai,2026-07-20T14:11:04.793089+00:00,True,29,['Man'],Operations assistant,Native English speaker,Lower tertiary education degree (Bachelor's level),About once a day,D,1,87.0,C,0,69.0,D,0,54.0,D,0,77.0,D,1,68.0,B,0,7.0,D,0,22.0,D,0,17.0,B,1,16.0,A,1,67.0,D,1,77.0,B,1,35.0,6,49.67,17.33,3.0,4.0,4.0,1.0,2.0,4.0,5.0,5.0,3.0,4.0,1.0,62.5,3.0,6.0,3.0,6.0,2.0,2.0,3.0,2.0,-0.62,17.0,6.0,12.0,7.0,15.0,19.0,12.67,1.0,2.0,5.0,4.0,1.0,3.0,1.67,4.0,4.0,1.0,2.0,5.0,5.0,5.0,4.0,3.25,1,1,1,25,12,8,9,8,4,6,4,,,"If the scenario or the question seemed quite complex, I'd ensure I cross referenced the statements that the AI gave me with the scenario I was presented, as sometimes they can invent rules that are completely wrong. Even then, I wasn't always sure if I was second guessing myself or the AI!
",,
